fplId,webName,position,team_fpl_id,team,nowCost,status,chanceOfPlayingNextRound,news,newsAddedAt,removed,form,pointsPerGame,epNext,epThis,expectedGoalsPer90,expectedAssistsPer90,expectedGoalsConcededPer90,defensiveContributionPer90,savesPer90,startsPer90,penaltiesOrder,directFreekicksOrder,cornersOrder,seasonMinutes,seasonStarts,updatedAt
570,Palacios,MID,10,FUL,55,a,,,,f,2.00,2.00,2.00,2.00,0.20,0.01,2.76,5.00,0.00,1.250,,,,72,1,2026-08-26 14:15:01.262
571,Florentino,MID,12,IPS,50,d,75,Calf injury - 75% chance of playing,2026-08-25 11:30:07.678,f,0.00,0.00,1.10,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.31
572,Tzolakis,GKP,11,HUL,45,a,,,,f,10.00,10.00,1.90,1.90,0.00,0.00,1.83,0.00,5.00,1.000,,,,90,1,2026-08-26 14:15:01.286
573,Sanchez,DEF,3,BOU,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.844
574,Hjertø-Dahl,MID,11,HUL,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.287
575,Yirenkyi,MID,7,COV,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,2.30,4.43,0.00,1.480,,,,61,1,2026-08-26 14:15:01.191
576,Stroud,MID,11,HUL,50,a,,,,f,3.00,3.00,1.50,1.50,0.00,0.04,1.49,7.71,0.00,1.290,,,,70,1,2026-08-26 14:15:01.287
577,Tomiyasu,DEF,8,CRY,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.05,0.70,5.00,0.00,0.000,,,,18,0,2026-08-26 14:15:01.221
578,Mudryk,MID,6,CHE,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.947
579,Araujo,DEF,14,LIV,55,a,,,,f,1.00,1.00,2.50,2.50,0.00,0.14,2.43,18.00,0.00,0.000,,,,20,0,2026-08-26 14:15:01.544
580,Charles,MID,10,FUL,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,0.12,11.74,0.00,0.000,,,,23,0,2026-08-26 14:15:01.263
581,Diomande,DEF,18,NFO,55,a,,,,f,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.644
582,Madjo,FWD,2,AVL,55,i,0,Unspecified injury - Unknown return date,2026-08-15 16:00:07.974,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.812
583,Chavarria,DEF,6,CHE,50,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.00,1.01,3.60,0.00,0.000,,,,25,0,2026-08-26 14:15:00.948
584,Hamer,MID,7,COV,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.00,1.46,11.25,0.00,0.000,,,,8,0,2026-08-26 14:15:01.192
585,Herrington,DEF,11,HUL,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.00,3.32,13.85,0.00,0.000,,,,26,0,2026-08-26 14:15:01.288
586,Mendy,DEF,11,HUL,40,a,100,,2026-08-22 17:30:08.045,f,15.00,15.00,1.00,1.00,0.40,0.00,1.23,18.57,0.00,1.430,,,,63,1,2026-08-26 14:15:01.288
587,Rulli,GKP,15,MCI,50,a,,,,f,0.00,0.00,2.60,2.60,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.576
588,Khalaili,DEF,8,CRY,50,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.41,0.69,23.14,0.00,0.000,,,,35,0,2026-08-26 14:15:01.222
589,Gourna-Douath,MID,11,HUL,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.289
590,Benda,GKP,18,NFO,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.645
591,Enciso,MID,12,IPS,55,a,100,,2026-08-22 18:00:07.551,f,5.00,5.00,2.00,2.00,0.30,0.40,0.81,10.29,0.00,1.290,,,,70,1,2026-08-26 14:15:01.31
592,Ouattara,DEF,12,IPS,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.00,0.27,18.00,0.00,0.000,,,,10,0,2026-08-26 14:15:01.311
593,Dedić,DEF,17,NEW,45,a,,,,f,1.00,1.00,1.70,1.70,0.03,0.00,2.98,9.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.626
594,David,FWD,5,BHA,60,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,2,,,0,0,2026-08-26 14:15:00.9
595,Gozo,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.223
596,Ruggeri,DEF,2,AVL,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.00,1.58,22.50,0.00,0.000,,,,8,0,2026-08-26 14:15:00.814
597,Suzuki,GKP,2,AVL,50,a,,,,f,0.00,0.00,2.60,2.60,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.814
598,Elvedi,DEF,13,LEE,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.328
599,Cherif,FWD,7,COV,50,a,,,,f,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.193
600,Osman,MID,5,BHA,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.38,0.00,15.00,0.00,0.000,,,,12,0,2026-08-26 14:15:00.902
601,Williams-Barnett,MID,19,TOT,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.667
602,Humphreys,MID,12,IPS,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.311
603,Lienou,DEF,13,LEE,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.329
604,Cresswell,MID,13,LEE,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.33
605,Yalcouyé,MID,5,BHA,45,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.22,0.00,0.00,0.00,0.000,,,,4,0,2026-08-26 14:15:00.903
606,Rowe,DEF,2,AVL,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.815
607,Lynch,MID,2,AVL,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.815
608,Jebbison,FWD,3,BOU,50,a,,,,f,1.00,1.00,1.40,1.40,0.60,0.00,1.86,6.00,0.00,0.000,,,,15,0,2026-08-26 14:15:00.845
609,Shahar,DEF,17,NEW,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.627
610,De Fougerolles,DEF,10,FUL,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.263
611,Wan-Bissaka,DEF,2,AVL,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.816
612,Methalie,DEF,20,SUN,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.705
613,Ahoka,MID,20,SUN,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.706
614,Hadjam,DEF,5,BHA,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.904
