fplId,webName,position,team_fpl_id,team,nowCost,status,chanceOfPlayingNextRound,news,newsAddedAt,removed,form,pointsPerGame,epNext,epThis,expectedGoalsPer90,expectedAssistsPer90,expectedGoalsConcededPer90,defensiveContributionPer90,savesPer90,startsPer90,penaltiesOrder,directFreekicksOrder,cornersOrder,seasonMinutes,seasonStarts,updatedAt
284,McCarthy,DEF,11,HUL,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.273
285,McNair,DEF,11,HUL,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.00,3.32,6.92,0.00,0.000,,,,26,0,2026-08-26 14:15:01.274
286,Belloumi,MID,11,HUL,50,a,,,,f,3.00,3.00,1.50,1.50,0.05,0.03,1.83,10.00,0.00,1.000,,2,3,90,1,2026-08-26 14:15:01.274
287,Millar,MID,11,HUL,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,3.17,14.21,0.00,0.000,,,,19,0,2026-08-26 14:15:01.275
288,Dowell,MID,11,HUL,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.275
289,Crooks,MID,11,HUL,45,a,,,,f,2.00,2.00,1.00,1.00,0.00,0.00,1.83,9.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.276
290,Slater,MID,11,HUL,45,a,,,,f,6.00,6.00,1.00,1.00,0.00,0.44,1.83,3.00,0.00,1.000,,,2,90,1,2026-08-26 14:15:01.279
291,Matazo,MID,11,HUL,45,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.532,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.28
292,Ömür,MID,11,HUL,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.281
293,Kamara,MID,11,HUL,50,u,0,Has joined Portsmouth permanently,2026-08-12 14:08:23.542,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.281
294,Zambrano,MID,11,HUL,45,i,0,Thigh injury - Unknown return date,2026-08-04 18:30:11.016,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.282
295,McBurnie,FWD,11,HUL,55,a,,,,f,5.00,5.00,1.80,1.80,0.16,0.01,1.83,5.00,0.00,1.000,1,,,90,1,2026-08-26 14:15:01.282
296,Akintola,MID,11,HUL,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.283
297,Gyabi,MID,11,HUL,45,i,0,Thigh injury - Unknown return date,2026-08-04 18:30:11.027,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.283
298,Destan,FWD,11,HUL,45,u,0,Has joined Konyaspor permanently,2026-08-17 13:50:27.145,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.284
299,Burstow,FWD,11,HUL,45,u,0,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03 14:05:20.234,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.284
300,Walton,GKP,12,IPS,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.293
301,Palmer,GKP,12,IPS,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.293
302,Button,GKP,12,IPS,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.294
303,Kipré,DEF,12,IPS,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.294
304,O'Shea,DEF,12,IPS,40,a,,,,f,4.00,4.00,1.00,1.00,0.00,0.16,0.66,18.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.295
305,Davis,DEF,12,IPS,40,a,,,,f,2.00,2.00,1.00,1.00,0.00,0.01,0.66,7.00,0.00,1.000,,2,2,90,1,2026-08-26 14:15:01.295
306,Greaves,DEF,12,IPS,40,a,,,,f,2.00,2.00,1.00,1.00,0.00,0.00,0.66,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.296
307,Johnson,DEF,12,IPS,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.297
308,Furlong,DEF,12,IPS,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.297
309,Núñez,MID,12,IPS,50,a,,,,f,4.00,4.00,1.50,1.50,0.03,0.03,0.72,13.67,0.00,1.140,,1,1,79,1,2026-08-26 14:15:01.298
310,Matusiwa,MID,12,IPS,50,i,0,Muscular injury - Unknown return date,2026-07-29 18:00:10.305,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.298
311,Burns,MID,12,IPS,50,u,0,Has joined Leicester City permanently,2026-08-10 14:02:47.597,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.299
312,Taylor,MID,12,IPS,45,i,0,Knee injury - Unknown return date,2026-07-29 18:00:10.319,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.299
313,Clarke,MID,12,IPS,55,a,,,,f,7.00,7.00,2.00,2.00,0.47,0.00,0.14,9.47,0.00,0.000,1,3,3,19,0,2026-08-26 14:15:01.3
314,Ogbene,MID,12,IPS,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.3
315,Fatawu,MID,12,IPS,55,a,,,,f,2.00,2.00,2.00,2.00,0.00,0.57,0.87,9.69,0.00,1.380,,,,65,1,2026-08-26 14:15:01.301
316,Emersonn,FWD,12,IPS,55,a,,,,f,9.00,9.00,1.80,1.80,1.14,0.08,0.87,4.15,0.00,1.380,2,,,65,1,2026-08-26 14:15:01.301
317,Hirst,FWD,12,IPS,50,u,0,Has joined Stoke City permanently,2026-08-21 13:06:08.606,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.301
318,Philogene,MID,12,IPS,55,i,0,Ankle injury - Unknown return date,2026-08-25 11:30:07.532,f,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,3,,5,0,0,2026-08-26 14:15:01.302
319,Szmodics,MID,12,IPS,50,u,0,Has joined Derby County on loan for the rest of the season,2026-08-17 13:51:41.713,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.303
320,Akpom,FWD,12,IPS,50,a,,,,f,1.00,1.00,1.40,1.40,0.00,0.00,0.11,11.25,0.00,0.000,,,,24,0,2026-08-26 14:15:01.303
321,Walle Egeli,FWD,12,IPS,45,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.00,0.27,0.00,0.00,0.000,,,,10,0,2026-08-26 14:15:01.303
322,Al-Hamadi,FWD,12,IPS,50,a,,,,f,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.304
323,McAteer,MID,12,IPS,45,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.00,0.11,11.25,0.00,0.000,,,,24,0,2026-08-26 14:15:01.305
324,Mehmeti,MID,12,IPS,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.306
325,Darlow,GKP,16,MUN,45,a,100,,2026-07-23 12:01:23.549,f,0.00,0.00,1.90,1.40,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.578
326,Perri,GKP,13,LEE,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.313
327,Bijol,DEF,13,LEE,50,a,,,,f,10.00,10.00,2.20,2.20,0.11,0.00,0.66,12.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.314
328,Struijk,DEF,5,BHA,50,a,100,,2026-08-15 20:30:07.523,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.898
329,Rodon,DEF,13,LEE,45,a,,,,f,6.00,6.00,1.70,1.70,0.03,0.06,0.66,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.314
330,Bogle,DEF,13,LEE,45,a,,,,f,6.00,6.00,1.70,1.70,0.00,0.00,0.66,3.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.315
331,Gudmundsson,DEF,13,LEE,45,i,0,Hamstring injury - Unknown return date,2026-08-08 20:00:07.546,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.315
332,Justin,DEF,13,LEE,45,a,,,,f,10.00,10.00,1.70,1.70,0.00,0.01,0.66,12.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.316
333,Bornauw,DEF,13,LEE,45,u,0,Has joined Hamburg SV on loan for the rest of the season,2026-08-19 13:56:14.645,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.316
334,Muharemović,DEF,13,LEE,50,a,,,,f,6.00,6.00,2.20,2.20,0.09,0.00,0.66,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.317
335,Stach,MID,13,LEE,60,a,,,,f,13.00,13.00,2.20,2.20,0.10,0.05,0.66,16.00,0.00,1.000,,1,1,90,1,2026-08-26 14:15:01.318
336,Okafor,MID,13,LEE,60,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.60,0.49,18.75,0.00,0.000,,,,24,0,2026-08-26 14:15:01.318
337,Aaronson,MID,13,LEE,55,a,,,,f,3.00,3.00,2.00,2.00,0.01,0.01,0.64,7.78,0.00,1.110,,3,,81,1,2026-08-26 14:15:01.319
338,Ampadu,MID,13,LEE,55,a,,,,f,5.00,5.00,2.00,2.00,0.00,0.04,0.66,13.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.319
339,Longstaff,MID,13,LEE,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,0.79,0.00,0.00,0.000,,2,3,8,0,2026-08-26 14:15:01.32
340,Gelhardt,MID,11,HUL,50,i,0,Ankle injury - Expected back 5 Sep,2026-08-17 21:30:07.799,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.285
341,Gnonto,MID,13,LEE,50,i,0,Hamstring injury - Unknown return date,2026-08-17 20:30:08.092,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.321
342,Harrison,MID,13,LEE,50,u,0,Has joined New England Revolution permanently,2026-07-28 12:59:09.492,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.322
343,James,MID,13,LEE,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.322
344,Gruev,MID,13,LEE,50,i,0,Knee injury - Unknown return date,2026-08-14 23:00:06.272,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.323
345,Tanaka,MID,13,LEE,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,4,0,0,2026-08-26 14:15:01.324
346,Calvert-Lewin,FWD,13,LEE,60,a,,,,f,1.00,1.00,2.00,2.00,0.13,0.00,0.66,2.00,0.00,1.000,1,,,90,1,2026-08-26 14:15:01.325
347,Nmecha,FWD,13,LEE,55,a,,,,f,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.000,2,,,0,0,2026-08-26 14:15:01.326
348,Piroe,FWD,13,LEE,50,u,0,Has joined West Ham United on loan for the rest of the season,2026-08-19 13:56:14.666,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,3,,,0,0,2026-08-26 14:15:01.327
349,Mateo Joseph,FWD,13,LEE,45,i,0,Knee injury - Unknown return date,2026-07-29 18:00:10.338,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.327
350,A.Becker,GKP,14,LIV,55,a,,,,f,2.00,2.00,3.30,3.30,0.00,0.00,1.58,0.00,3.00,1.000,,,,90,1,2026-08-26 14:15:01.331
351,Mamardashvili,GKP,14,LIV,50,a,,,,f,0.00,0.00,2.60,2.60,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.331
352,Woodman,GKP,14,LIV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.332
353,Pecsi,GKP,14,LIV,40,u,0,Has joined TSV Hartberg on loan for the rest of the season,2026-08-18 14:11:18.638,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.332
354,Jaros,GKP,14,LIV,40,i,0,Knee injury - Unknown return date,2026-07-29 18:00:10.351,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.523
355,Davies,GKP,14,LIV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.524
356,Virgil,DEF,14,LIV,65,a,,,,f,2.00,2.00,3.10,3.10,0.25,0.01,1.58,11.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.524
357,Frimpong,DEF,14,LIV,55,a,,,,f,0.00,0.00,2.50,2.50,0.01,0.09,1.58,2.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.525
358,Kerkez,DEF,14,LIV,55,a,,,,f,0.00,0.00,2.50,2.50,0.02,0.02,1.58,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.526
359,Gomez,DEF,14,LIV,50,i,0,Muscular injury - Unknown return date,2026-07-26 08:30:10.078,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.526
360,Bradley,DEF,14,LIV,50,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.565,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.527
361,Lucky,DEF,14,LIV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.527
362,Jacquet,DEF,14,LIV,50,a,100,,2026-07-23 12:01:23.581,f,1.00,1.00,2.20,2.20,0.00,0.03,1.36,3.91,0.00,1.300,,,,69,1,2026-08-26 14:15:01.528
363,Leoni,DEF,14,LIV,40,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.596,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.529
364,Tsimikas,DEF,14,LIV,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.529
365,Ramsay,DEF,14,LIV,40,u,0,Has joined St Mirren on loan for the rest of the season,2026-08-26 14:05:26.748,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.53
366,Wirtz,MID,14,LIV,75,a,,,,f,2.00,2.00,2.60,2.60,0.38,0.06,0.74,7.26,0.00,1.450,4,2,3,62,1,2026-08-26 14:15:01.531
367,Gakpo,MID,14,LIV,70,a,,,,f,12.00,12.00,2.50,2.50,0.30,0.15,1.58,12.00,0.00,1.000,3,,2,90,1,2026-08-26 14:15:01.532
368,Szoboszlai,MID,14,LIV,70,a,,,,f,8.00,8.00,2.50,2.50,0.85,0.27,1.58,7.00,0.00,1.000,1,1,1,90,1,2026-08-26 14:15:01.532
369,Ngumoha,MID,14,LIV,60,a,,,,f,2.00,2.00,2.20,2.20,0.06,0.03,0.74,4.35,0.00,1.450,,,,62,1,2026-08-26 14:15:01.533
370,Chiesa,MID,14,LIV,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.533
371,Gravenberch,MID,14,LIV,60,a,,,,f,5.00,5.00,2.20,2.20,0.07,0.06,1.29,12.86,0.00,1.170,,,,77,1,2026-08-26 14:15:01.534
372,Mac Allister,MID,14,LIV,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.03,3.57,10.00,0.00,0.000,5,,,27,0,2026-08-26 14:15:01.535
373,C.Jones,MID,14,LIV,55,d,75,Hip injury - 75% chance of playing,2026-08-16 18:30:07.426,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.536
374,Endo,MID,14,LIV,50,a,100,,2026-07-23 12:01:23.612,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.536
375,Nyoni,MID,14,LIV,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.537
376,Bajcetic,MID,14,LIV,50,i,0,Hamstring injury - Unknown return date,2026-07-23 12:01:23.628,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.538
377,Munoz,MID,14,LIV,65,a,,,,f,4.00,4.00,2.30,2.30,0.33,0.13,3.57,0.00,0.00,0.000,,,,27,0,2026-08-26 14:15:01.538
378,McConnell,MID,14,LIV,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.539
379,Isak,FWD,14,LIV,90,a,,,,f,2.00,2.00,2.70,2.70,1.09,0.01,1.58,1.00,0.00,1.000,2,,,90,1,2026-08-26 14:15:01.54
380,Ekitiké,FWD,14,LIV,75,i,0,Achilles injury - Unknown return date,2026-07-23 12:01:23.643,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.54
381,Koumas,MID,14,LIV,50,a,,,,f,1.00,1.00,1.50,1.50,0.22,0.00,3.60,7.50,0.00,0.000,,,,12,0,2026-08-26 14:15:01.541
382,Danns,FWD,14,LIV,45,i,0,Unspecified injury - Unknown return date,2026-07-23 12:01:23.659,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.542
383,Elliott,MID,14,LIV,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.543
384,Donnarumma,GKP,15,MCI,55,a,,,,f,3.00,3.00,3.30,3.30,0.00,0.00,0.65,0.00,3.00,1.000,,,,90,1,2026-08-26 14:15:01.546
385,Trafford,GKP,13,LEE,50,a,,,,f,9.00,9.00,2.60,2.60,0.00,0.00,0.66,0.00,3.00,1.000,,,,90,1,2026-08-26 14:15:01.327
386,Bettinelli,GKP,15,MCI,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.548
387,O'Reilly,DEF,15,MCI,65,a,,,,f,2.00,2.00,3.10,3.10,0.10,0.60,0.80,2.90,0.00,1.450,,,,62,1,2026-08-26 14:15:01.549
388,Guéhi,DEF,15,MCI,60,a,,,,f,10.00,10.00,2.80,2.80,0.89,0.32,0.65,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.551
389,Matheus N.,DEF,15,MCI,60,a,100,,2026-08-16 18:30:07.457,f,1.00,1.00,2.80,2.80,0.00,0.11,0.27,2.73,0.00,0.000,5,,,33,0,2026-08-26 14:15:01.551
390,Rúben,DEF,15,MCI,55,a,,,,f,2.00,2.00,2.50,2.50,0.00,0.14,0.65,6.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.552
391,Gvardiol,DEF,15,MCI,55,a,,,,f,9.00,9.00,2.50,2.50,0.19,0.05,0.65,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.553
392,Aït-Nouri,DEF,15,MCI,55,a,,,,f,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.555
393,Khusanov,DEF,15,MCI,55,a,,,,f,2.00,2.00,2.50,2.50,0.00,0.02,0.65,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.556
394,Alleyne,DEF,15,MCI,50,u,0,Has joined Burnley on loan for the rest of the season,2026-08-18 14:11:56.324,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.558
395,Lewis,DEF,15,MCI,45,a,,,,f,1.00,1.00,1.70,1.70,0.27,0.03,0.88,3.21,0.00,1.610,,,,56,1,2026-08-26 14:15:01.559
396,Vitor Reis,DEF,15,MCI,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.56
397,Semenyo,MID,15,MCI,85,a,,,,f,2.00,2.00,2.90,2.90,0.06,0.02,0.65,5.00,0.00,1.000,3,,,90,1,2026-08-26 14:15:01.562
398,Foden,MID,15,MCI,70,a,,,,f,1.00,1.00,2.50,2.50,0.13,0.44,0.72,6.67,0.00,1.110,,3,3,81,1,2026-08-26 14:15:01.563
399,Cherki,MID,15,MCI,75,a,,,,f,8.00,8.00,2.60,2.60,0.00,1.67,0.33,0.00,0.00,0.000,,1,1,27,0,2026-08-26 14:15:01.564
400,Doku,MID,15,MCI,75,i,0,Calf injury - Expected back 5 Sep,2026-08-18 17:00:08.385,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,4,,,0,0,2026-08-26 14:15:01.565
401,Marmoush,FWD,15,MCI,70,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,2,2,,0,0,2026-08-26 14:15:01.566
402,Rodrigo,MID,15,MCI,65,u,0,Has joined Barcelona permanently,2026-07-23 12:01:23.675,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.567
403,Sávio,MID,19,TOT,65,a,,,,f,0.00,0.00,2.30,2.30,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.646
404,Reijnders,MID,15,MCI,60,u,0,Has joined Al Qadsiah permanently,2026-08-20 14:02:58.154,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.568
405,N.Gonzalez,MID,15,MCI,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.569
406,Kovačić,MID,15,MCI,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.03,0.33,6.67,0.00,0.000,,,,27,0,2026-08-26 14:15:01.569
407,Echeverri,MID,15,MCI,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.57
408,Phillips,MID,15,MCI,50,u,0,Has joined Sheffield United on loan for the rest of the season,2026-08-18 14:11:56.348,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.571
409,Mukasa,MID,15,MCI,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.572
410,Monga,MID,15,MCI,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.574
411,Haaland,FWD,15,MCI,155,a,,,,f,2.00,2.00,4.00,4.00,0.74,0.02,0.65,3.00,0.00,1.000,1,,,90,1,2026-08-26 14:15:01.575
412,Lammens,GKP,16,MUN,50,a,,,,f,1.00,1.00,2.60,2.60,0.00,0.00,1.01,0.00,2.00,1.000,,,,90,1,2026-08-26 14:15:01.58
413,Bayindir,GKP,16,MUN,45,u,0,Has joined Celta Vigo on loan for the rest of the season,2026-08-10 14:02:28.608,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.581
414,Heaton,GKP,16,MUN,40,i,0,Hamstring injury - Unknown return date,2026-08-15 16:00:07.854,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.582
415,Dorgu,MID,16,MUN,60,a,,,,f,0.00,0.00,2.20,2.20,0.94,0.06,1.84,2.00,0.00,2.000,,,,45,1,2026-08-26 14:15:01.583
416,De Ligt,DEF,16,MUN,50,i,0,Back injury - Unknown return date,2026-07-23 12:01:23.69,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.583
417,Dalot,DEF,16,MUN,50,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.00,0.00,27.00,0.00,0.000,,,,10,0,2026-08-26 14:15:01.584
418,Maguire,DEF,16,MUN,50,a,,,,f,1.00,1.00,2.20,2.20,0.04,0.40,1.01,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.584
419,Martinez,DEF,16,MUN,50,a,100,,2026-07-24 20:00:10.337,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.586
420,Yoro,DEF,16,MUN,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.586
421,Heaven,DEF,16,MUN,45,a,,,,f,1.00,1.00,1.70,1.70,0.12,0.04,1.01,2.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.587
422,Mazraoui,DEF,16,MUN,45,a,,,,f,1.00,1.00,1.70,1.70,0.25,0.06,1.15,5.70,0.00,1.140,,,,79,1,2026-08-26 14:15:01.588
423,Shaw,DEF,16,MUN,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.26,1.01,4.00,0.00,1.000,,,3,90,1,2026-08-26 14:15:01.589
424,Amass,DEF,16,MUN,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.59
425,Fredricson,DEF,16,MUN,40,u,0,Has joined Lausanne-Sport permanently,2026-08-18 14:12:31.904,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.591
